doodID,category,tilesets,tilesetSpecific,file,comment,Name,doodClass,soundLoop,selSize,defScale,minScale,maxScale,canPlaceRandScale,useClickHelper,ignoreModelClick,maxPitch,maxRoll,visRadius,walkable,numVar,onCliffs,onWater,floats,shadow,showInFog,animInFog,fixedRot,pathTex,showInMM,useMMColor,MMRed,MMGreen,MMBlue,vertR01,vertG01,vertB01,vertR02,vertG02,vertB02,vertR03,vertG03,vertB03,vertR04,vertG04,vertB04,vertR05,vertG05,vertB05,vertR06,vertG06,vertB06,vertR07,vertG07,vertB07,vertR08,vertG08,vertB08,vertR09,vertG09,vertB09,vertR10,vertG10,vertB10,UserList,InBeta,version
YSls,S,"Y,X,J",0,Doodads\Cityscape\Structures\City_LowWall_ShortEndCap\City_LowWall_ShortEndCap,Short Wall End,WESTRING_DOOD_YSLS,_,_,0,1,1,2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\2x2Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YSw0,S,"Y,X,J",0,Doodads\Cityscape\Structures\CityLowWall0\CityLowWall0,Low Wall,WESTRING_DOOD_YSW0,_,_,0,1,1,1,1,0,0,-,-,50,0,1,1,1,0,1,1,0,0,PathTextures\2x4Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YSw1,S,"Y,X,J",0,Doodads\Cityscape\Structures\CityLowWall45\CityLowWall45,Low Wall,WESTRING_DOOD_YSW1,_,_,0,1,1,1,1,0,0,-,-,50,0,1,1,1,0,1,1,0,0,PathTextures\4x4diag0.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YSw2,S,"Y,X,J",0,Doodads\Cityscape\Structures\CityLowWall90\CityLowWall90,Low Wall,WESTRING_DOOD_YSW2,_,_,0,1,1,1,1,0,0,-,-,50,0,1,1,1,0,1,1,0,0,PathTextures\4x2Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YSw3,S,"Y,X,J",0,Doodads\Cityscape\Structures\CityLowWall135\CityLowWall135,Low Wall,WESTRING_DOOD_YSW3,_,_,0,1,1,1,1,0,0,-,-,50,0,1,1,1,0,1,1,0,0,PathTextures\4x4Diag1.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YSlt,S,"Y,X,J",0,Doodads\Cityscape\Structures\City_LowWall_TallEndCap\City_LowWall_TallEndCap,Tall Wall End,WESTRING_DOOD_YSLT,_,_,0,1,1,2,0,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\2x2Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YSll,S,"Y,X,J",0,Doodads\Cityscape\Structures\City_LowWall_TallEndCapWithLantern\City_LowWall_TallEndCapWithLantern,Lantern Wall End,WESTRING_DOOD_YSLL,_,_,0,1,1,2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\2x2Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YSta,S,"Y,X,V,Q,J",0,Doodads\Cityscape\Structures\Tavern\Tavern,Tavern,WESTRING_DOOD_YSTA,_,TavernLoop,0,0.9,0.8,1,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\6x8Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
COdf,O,"C,D,G",0,Doodads\Felwood\Props\Fish_Dead\Fish_Dead,Dead Fish,WESTRING_DOOD_CODF,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,0,1,1,0,0,0,-1,_,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
CRrk,E,C,0,Doodads\Felwood\Rocks\FelwoodRock\FelwoodRock,Rocks,WESTRING_DOOD_NRRK,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,10,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
DRrk,E,D,0,Doodads\Dungeon\Rocks\DungeonRock\DungeonRock,Rocks,WESTRING_DOOD_NRRK,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,10,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YOlb,Z,*,0,Doodads\Cinematic\Lightningbolt\Lightningbolt,Lightning Bolt,WESTRING_DOOD_YOLB,_,_,64,1,1,1,1,0,0,-,-,50,0,1,1,1,0,0,0,0,-1,_,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,0,0
YOtf,Z,*,0,Doodads\Cinematic\TownBurningFireEmitter\TownBurningFireEmitter,Fire,WESTRING_DOOD_YOTF,_,HumanFireMedium,128,1,1,1,1,1,0,-,-,50,0,1,1,1,0,0,0,0,-1,_,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,0,0
YOfb,Z,*,0,Doodads\Cinematic\TownBurningFireEmitterBlue\TownBurningFireEmitterBlue,Blue Fire,WESTRING_DOOD_YOFB,_,HumanFireMedium,128,1,1,1,1,1,0,-,-,50,0,1,1,1,0,0,0,0,-1,_,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,0,0
YOfs,Z,*,0,Doodads\Cinematic\FireRockSmall\FireRockSmall,Small Fire,WESTRING_DOOD_YOFS,_,HumanFireSmall,96,1,1,1,1,1,0,-,-,50,0,1,1,1,0,0,0,0,-1,_,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,0,0
YOf1,Z,*,0,Doodads\Cinematic\FireTrapSide\FireTrapSide,Side Fire Trap,WESTRING_DOOD_YOF1,_,_,96,1,1,1,1,1,0,-,-,50,0,1,1,1,0,0,0,0,-1,_,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,0,0
YOf2,Z,*,0,Doodads\Cinematic\FireTrapUp\FireTrapUp,Fire Trap,WESTRING_DOOD_YOF2,_,_,96,1,1,1,1,1,0,-,-,50,0,1,1,1,0,0,0,0,-1,_,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,0,0
YOf3,Z,*,0,Doodads\Cinematic\FirePillarMedium\FirePillarMedium,Fire Gust,WESTRING_DOOD_YOF3,_,HumanFireSmall,96,1,1,1,1,1,0,-,-,50,0,1,1,1,0,0,0,0,-1,_,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,0,0
YOr1,Z,*,0,Doodads\Cinematic\FrostTrapSide\FrostTrapSide,Side Frost Trap,WESTRING_DOOD_YOR1,_,_,96,1,1,1,1,1,0,-,-,50,0,1,1,1,0,0,0,0,-1,_,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,0,0
YOr2,Z,*,0,Doodads\Cinematic\FrostTrapUp\FrostTrapUp,Frost Trap,WESTRING_DOOD_YOR2,_,_,96,1,1,1,1,1,0,-,-,50,0,1,1,1,0,0,0,0,-1,_,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,0,0
DSar,S,D,0,Doodads\Dungeon\Structures\DRockArch\DRockArch,Archway,WESTRING_DOOD_YSAW,_,_,0,1,0.8,1.2,0,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\CityArch.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
DSa1,S,D,0,Doodads\Dungeon\Structures\DRockArch45\DRockArch45,Angled Archway,WESTRING_DOOD_YSA1,_,_,0,1,0.8,1.2,0,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\CityArch45.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
DSah,S,D,0,Doodads\Dungeon\Structures\DungeonArchway1\DungeonArchway1,Stone Archway,WESTRING_DOOD_GSAH,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\CityArch.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
DSa2,S,D,0,Doodads\Dungeon\Structures\DungeonArchway45\DungeonArchway45,Stone Archway,WESTRING_DOOD_GSA2,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\CityArch45.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
DOtp,O,*,0,Doodads\Dungeon\Props\TreasurePile\TreasurePile,Pile of Treasure,WESTRING_DOOD_DOTP,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,2,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
DOjp,O,*,0,Doodads\Dungeon\Props\JunkPile\JunkPile,Pile of Junk,WESTRING_DOOD_DOJP,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,2,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
DOch,O,"D,G",0,Doodads\Dungeon\Props\Chain\Chain,Chains,WESTRING_DOOD_DOCH,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,3,1,0,0,1,0,0,-1,_,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
DOcp,O,"D,G",0,Doodads\Dungeon\Props\ChainPost\ChainPost,Chain Post,WESTRING_DOOD_DOCP,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,0,0,0,1,1,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
DRfc,E,D,0,Doodads\Dungeon\Rocks\Cave_FieryCrator\Cave_FieryCrator,Fiery Crater,WESTRING_DOOD_DRFC,_,HumanFireMedium,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,0,0,1,1,0,-1,PathTextures\6x6Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
DRst,E,D,0,Doodads\Dungeon\Rocks\DungeonStalagmite\DungeonStalagmite,Stalagmite,WESTRING_DOOD_DRST,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,4,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
DOlc,O,"D,G",0,Doodads\Dungeon\Props\LavaCracks\LavaCracks,Lava Cracks,WESTRING_DOOD_DOLC,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,4,0,0,0,0,1,0,-1,_,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
DOcr,O,"D,G",0,Doodads\Dungeon\Props\Chair\Chair,Chair,WESTRING_DOOD_DOCR,_,_,0,1,0.8,2,1,0,0,-,-,50,0,1,0,0,0,1,1,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
DObh,O,"D,G",0,Doodads\Dungeon\Props\Bench\Bench,Bench,WESTRING_DOOD_DOBH,_,_,0,1,0.8,2,1,0,0,-,-,50,0,1,0,0,0,1,1,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
DObk,O,"D,G",0,Doodads\Dungeon\Props\Bookshelf\Bookshelf,Bookshelf,WESTRING_DOOD_DOBK,_,_,0,1,0.8,2,1,0,0,-,-,50,0,1,0,0,0,1,1,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
DOkb,O,"D,G",0,Doodads\Dungeon\Props\BigBookshelf\BigBookshelf,Large Bookshelf,WESTRING_DOOD_DOKB,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,0,0,1,1,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
DObw,O,"D,G",0,Doodads\Dungeon\Props\BookshelfWall\BookshelfWall,Long Bookshelf,WESTRING_DOOD_DOBW,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,0,0,1,1,0,-1,PathTextures\4x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
DOab,O,"D,G",0,Doodads\Dungeon\Props\BookshelfWall45\BookshelfWall45,Angled Bookshelf,WESTRING_DOOD_DOAB,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,0,0,1,1,0,-1,PathTextures\4x4Diag1.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
DOob,O,D,0,Doodads\Dungeon\Props\DungeonObilisk\DungeonObilisk,Obelisk,WESTRING_DOOD_AOOB,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
DOtb,O,"D,G",0,Doodads\Dungeon\Props\Table\Table,Table,WESTRING_DOOD_DOTB,_,_,0,1,0.8,2,1,0,0,-,-,50,0,1,1,0,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
DOtc,O,"D,G",0,Doodads\Dungeon\Props\TableNChair\TableNChair,Table and Chair,WESTRING_DOOD_DOTC,_,_,0,1,0.8,2,1,0,0,-,-,50,0,1,1,0,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
DOim,O,"D,G",0,Doodads\Dungeon\Props\IronMaiden\IronMaiden,Iron Maiden,WESTRING_DOOD_DOIM,_,_,0,1,0.8,2,1,0,0,-,-,50,0,1,1,0,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
DOtt,O,"D,G",0,Doodads\Dungeon\Props\TortureTable\TortureTable,Torture Table,WESTRING_DOOD_DOTT,_,_,0,1,0.8,2,1,0,0,-,-,50,0,1,1,0,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
DOmc,O,"D,G",0,Doodads\Dungeon\Props\MineCart\MineCart,Mine Cart,WESTRING_DOOD_DOMC,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
DOme,O,"D,G",0,Doodads\Dungeon\Props\MineCartEmpty\MineCartEmpty,Empty Mine Cart,WESTRING_DOOD_DOME,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
DSp0,S,D,0,Doodads\Dungeon\Structures\PorticulisWall0_\PorticulisWall0_,Barred Wall,WESTRING_DOOD_DSP0,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,3,1,1,0,1,1,0,-1,PathTextures\8x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
DSp9,S,D,0,Doodads\Dungeon\Structures\PorticulisWall45_\PorticulisWall45_,Barred Wall,WESTRING_DOOD_DSP9,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,3,1,1,0,1,1,0,-1,PathTextures\Fence135.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
GPsh,E,G,0,Doodads\Underground\Plants\ShroomsBlue\ShroomsBlue,Blue Mushroom,WESTRING_DOOD_DPSH,_,_,0,1,0.75,2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
GRrk,E,G,0,Doodads\Underground\Rocks\UndergoundRock\UndergoundRock,Rocks,WESTRING_DOOD_NRRK,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,10,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
GRfc,E,G,0,Doodads\Underground\Rocks\Underground_FieryCrator\Underground_FieryCrator,Fiery Crater,WESTRING_DOOD_DRFC,_,HumanFireMedium,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,0,0,1,1,0,-1,PathTextures\6x6Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
GRst,E,G,0,Doodads\Underground\Rocks\UndergroundStalagmite\UndergroundStalagmite,Stalagmite,WESTRING_DOOD_DRST,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,4,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
GOob,O,G,0,Doodads\Underground\Props\UndergroundObilisk\UndergroundObilisk,Obelisk,WESTRING_DOOD_AOOB,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
GSah,S,G,0,Doodads\Underground\Structures\UndergroundArchway1\UndergroundArchway1,Stone Archway,WESTRING_DOOD_GSAH,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\CityArch.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
GSa2,S,G,0,Doodads\Underground\Structures\UndergroundArchway45\UndergroundArchway45,Stone Archway,WESTRING_DOOD_GSA2,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\CityArch45.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
GSar,S,G,0,Doodads\Underground\Structures\GRockArch\GRockArch,Archway,WESTRING_DOOD_YSAW,_,_,0,1,0.8,1.2,0,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\CityArch.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
GSa1,S,G,0,Doodads\Underground\Structures\GRockArch45\GRockArch45,Archway,WESTRING_DOOD_YSA1,_,_,0,1,0.8,1.2,0,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\CityArch45.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
GSp0,S,G,0,Doodads\Underground\Structures\GPorticulisWall0_\GPorticulisWall0_,Barred Wall,WESTRING_DOOD_DSP0,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,3,1,1,0,1,1,0,-1,PathTextures\8x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
GSp9,S,G,0,Doodads\Underground\Structures\GPorticulisWall45_\GPorticulisWall45_,Barred Wall,WESTRING_DOOD_DSP9,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,3,1,1,0,1,1,0,-1,PathTextures\Fence135.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
GOlc,O,G,0,Doodads\Underground\Props\GCracks\GCracks,Lava Cracks,WESTRING_DOOD_DOLC,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,4,0,0,0,0,0,0,-1,_,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LWw0,W,*,1,Doodads\Terrain\CliffDoodad\Waterfall\Waterfall,WaterfallEffect,WESTRING_DOOD_LWWF,_,WaterfallLoop,0,1,0.5,1.5,1,0,0,-,-,100,0,1,1,1,0,1,1,1,-1,_,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LCc0,C,*,0,Doodads\Terrain\CliffDoodad\CliffDoodadCave\CliffDoodadCave,Cave0,WESTRING_DOOD_LCc0,_,_,0,1,0.8,1.2,1,0,0,-,-,50,1,1,1,1,0,1,1,0,270,PathTextures\Cave0base.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LCc2,C,*,0,Doodads\Terrain\CliffDoodad\CliffDoodadCave2\CliffDoodadCave2,Cave2,WESTRING_DOOD_LCc2,_,_,0,1,0.8,1.2,1,0,0,-,-,50,1,1,1,1,0,1,1,0,270,PathTextures\Cave2base.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YOsw,Z,*,0,Doodads\Cinematic\SunWell\SunWell,Sun Well,WESTRING_DOOD_YOSW,_,FountainLoop,256,0.9,0.8,1,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\8x8Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,0,0
YOcp,Z,*,0,Doodads\Cinematic\CameraProp\CameraProp,Camera Prop,WESTRING_DOOD_YOCP,_,_,0,1,1,1,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,0,0
YS00,S,"Y,X,V,Q,J",0,Buildings\Other\CityBuildingSmall45_0\CityBuildingSmall45_0,City Building,WESTRING_DOOD_YS00,_,_,0,1,1,1,1,0,0,-,-,50,0,1,1,1,0,1,1,0,270,PathTextures\CityBuilding0-2.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YS01,S,"Y,X,V,Q,J",0,Buildings\Other\CityBuildingSmall45_1\CityBuildingSmall45_1,City Building,WESTRING_DOOD_YS01,_,_,0,1,1,1,1,0,0,-,-,50,0,1,1,1,0,1,1,0,270,PathTextures\CityBuilding0-2.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YS02,S,"Y,X,V,Q,J",0,Buildings\Other\CityBuildingSmall45_2\CityBuildingSmall45_2,City Building,WESTRING_DOOD_YS02,_,_,0,1,1,1,1,0,0,-,-,50,0,1,1,1,0,1,1,0,270,PathTextures\CityBuilding0-2.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YS03,S,"Y,X,V,Q,J",0,Buildings\Other\CityBuildingSmall90_0\CityBuildingSmall90_0,City Building,WESTRING_DOOD_YS03,_,_,0,1,1,1,1,0,0,-,-,50,0,1,1,1,0,1,1,0,270,PathTextures\CityBuilding3-5.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YS04,S,"Y,X,V,Q,J",0,Buildings\Other\CityBuildingSmall90_1\CityBuildingSmall90_1,City Building,WESTRING_DOOD_YS04,_,_,0,1,1,1,1,0,0,-,-,50,0,1,1,1,0,1,1,0,270,PathTextures\CityBuilding3-5.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
